id,group_id,group_size,iter_detected,local_bkg,x_init,y_init,flux_init,x_fit,y_fit,flux_fit,x_err,y_err,flux_err,npixfit,qfit,cfit,flags,removed_from_ensemble,date-obs,AMASS,inst_mag,exposure,ra_fit,dec_fit,match_id,label,match_ra,match_dec,match_mag,check_star,vsx_id,RAJ2000,DEJ2000,separation
1,1,1,1,-1.0,1127.6991150442475,3.1150442477876106,-5.792875588429292,1136.7114183491062,1.6697542649708317,68.07962667796146,0.0,0.0,0.0,25,1.9389060493002184,0.2643962794500298,0,False,2459793.5843041665,na,-0.137164787995959,60.0,249.89963176448427,9.706660554677066,,%,,,,False,%,,,
2,2,1,1,-1.0,1122.9620991253644,3.798833819241983,64.92216549997767,1123.147288274646,3.4903858106445043,64.9642950899092,1.2678549966941297,0.9609921769602966,42.30467669663917,25,2.3609362671493948,0.2509019708988204,8,False,2459793.5843041665,na,-0.086308700037118,60.0,249.8965232105616,9.707087782649895,,%,,,,False,%,,,
3,3,1,1,1.0,583.7381974248927,4.889842632331902,511.8536566522279,583.6138228501453,4.831474589545636,588.8035124443783,0.0795413380736304,0.0677699881775554,24.934380675155506,25,0.1559651768714326,0.0114457797795755,0,False,2459793.5843041665,na,-2.479547854227021,60.0,249.77279651709023,9.707979723705021,,%,,,,False,%,,,
4,4,1,1,0.0,587.6776611694153,5.802098950524737,67.38923209449884,587.2822042986994,5.493399996628278,67.39470281145628,1.2330336259303023,0.964162987318158,42.32541077680279,25,2.498659278611738,0.2176444937150121,8,False,2459793.5843041665,na,-0.1261862804325146,60.0,249.77363844458927,9.708125615040945,,%,,,,False,%,,,
5,5,1,1,0.0,597.0632911392405,6.084388185654008,-5.555422648200217,585.1085281120805,2.8471214624552164,46.12306991342376,0.0,0.0,0.0,25,3.230487482287789,0.2168112404219992,0,False,2459793.5843041665,na,0.2855826112926884,60.0,249.77313735730328,9.707529275923685,,%,,,,False,%,,,
6,6,1,1,-1.0,91.72361809045226,8.015912897822446,224.542677735733,91.45993127256666,7.92862771920583,369.1758872323007,0.1191376917048567,0.1139232920930582,25.58500240859272,25,0.2245388890013831,0.0184446927546219,0,False,2459793.5843041665,na,-1.9727051922499328,60.0,249.65992917688556,9.709176235009268,,%,,,,False,%,,,
7,7,1,1,0.0,398.0649350649351,7.974025974025974,-15.018106390235753,396.2690095596641,-8.448028422530987,33.55773753063888,0.0,0.0,0.0,25,4.827500657697521,0.6257871222941231,2,False,2459793.5843041665,na,0.6308964436515603,60.0,249.72981911639812,9.70516905962981,,%,,,,False,%,,,
8,8,1,1,0.0,170.12026541332597,10.305593954474242,6944.633879271936,170.15953977223523,10.372805180118444,8412.9932965121,0.0108650960779009,0.0081340070021116,50.55819057094013,25,0.021131197900657,0.0004833203354509,0,False,2459793.5843041665,na,-5.3669982312137385,60.0,249.67798081998416,9.709652482367769,,%,,,,False,%,,,
9,9,1,1,0.0,508.21153846153845,9.538461538461538,27.441412780769667,508.25961862677497,9.472301777790664,27.463021488703397,2.398065381718701,1.8026701392025817,32.63663086701976,25,4.742001999722292,0.4580632895198364,8,False,2459793.5843041665,na,0.8485073341585424,60.0,249.75551978317844,9.709107994244667,,%,,,,False,%,,,
10,10,1,1,0.0,943.0545454545454,9.653030303030302,5342.29726356376,943.0718972754004,9.551294569278005,6734.041477310984,0.0305264491011071,0.0253646991414844,119.34937016804662,25,0.0643670660559128,0.0092350421053006,0,False,2459793.5843041665,na,-5.125311341619762,60.0,249.8552348138987,9.708660446084277,,%,,,,False,%,,,
11,11,1,1,0.0,1046.0277777777778,10.20023148148148,120.80941270482172,1046.1995984919115,10.124003928125486,209.3275085349815,0.3790579802095324,0.3100303169015942,38.95645626514778,25,0.6746047704989812,0.0175281776504286,8,False,2459793.5843041665,na,-1.356687635044385,60.0,249.87888470261063,9.70867512341513,,%,,,,False,%,,,
12,12,1,1,-1.0,1168.3190578158458,9.796573875803,275.45030321562245,1168.547377605733,9.810037861790189,348.6653033760359,0.1433901167329562,0.1187400667485161,26.172556832721583,25,0.25934380711928,0.0252205682325076,0,False,2459793.5843041665,na,-1.9106437033206691,60.0,249.90694078405934,9.708465597898911,,%,,,,False,%,,,
13,13,1,1,0.0,287.977358490566,12.686792452830188,-58.24451632199708,287.86805860929354,12.69522143291479,10.826988774959275,6.344560812211525,5.39410911335484,38.86149814716923,25,13.094116580013296,1.57119604596171,8,False,2459793.5843041665,na,1.859108909663668,60.0,249.7049786254562,9.710061301271777,,%,,,,False,%,,,
14,14,1,1,0.0,1051.8543046357615,15.317880794701988,-23.238747115698025,1055.481362363985,12.423277825809055,15.54450963359334,13.814485442344996,29.152098255572938,320.7907039833308,25,10.394088168987716,1.3490651214023328,8,False,2459793.5843041665,na,1.4664355600566847,60.0,249.88101557984004,9.709184792761395,,%,,,,False,%,,,
15,15,1,1,1.0,852.2380952380952,16.202380952380953,24.626404066142168,852.2481237559447,16.43841530151141,24.784705796901665,3.2817819306227145,2.4278731666222213,40.5385516062564,25,6.6525694119983285,0.353036771387901,8,False,2459793.5843041665,na,0.959918705846956,60.0,249.8344137868916,9.710318071694074,,%,,,,False,%,,,
16,16,1,1,0.0,633.8453608247422,20.17525773195876,-2.470528952059081,631.0480948777506,2.107474353484971,50.54137165302072,0.0,0.0,0.0,25,2.6512932992785365,0.415501188692905,0,False,2459793.5843041665,na,0.1862605655740388,60.0,249.7836720154233,9.7073136666553,,%,,,,False,%,,,
